pertanyaan,label
saya mau tanya untuk caranya gimana?,lainnya
Paket apa saja pilhannya ?,lainnya
Terus klaok dinpekan baru bisa oakek paket apa ?,lainnya
"Di modem saya ada los merah nih, harus ngapain ya?",Problem
Paket apa aja yg tersedia ?,lainnya
Pasang baru berapa?,Information
Cara mengajukan pergantian modem bagaimana?,Information
Masalah teknis,lainnya
Estimasi kunjungan teknisi biasanya kapan?,Problem
Estimasi relokasi biasaya berapa hari?,Information
internet saya lambat cuma dapet 10mbps,Problem
Saya mau cek promo yang tersedia hari ini layanan Biznet Home.,Information
Apakah harga layanan Biznet Home flat?,lainnya
cara melakukan ping dan tracert itu bagaimana?,lainnya
Apakah Biznet buka lowongan untuk magang?,lainnya
Bisa dibantu ping ke google.com?,lainnya
"Saya gapunya laptop, bisa tolong ping ke google.com?",lainnya
"Layanan internet saya lambat, boleh diinformasikan penyebab dan solusinya?",Problem
"Layanan internet saya lambat, boleh diinformasikan penyebab dan solusinya?",Problem
kalo ingin terminasi gimana caranya?,lainnya
estimasi layanan jika melakukan terminasi berapa lama?,lainnya
Halo Biznet,lainnya
Saya ingin mengetahui cara cek IP layanan Biznet home saya.,lainnya
Promo saat ini apa aja?,Information
apakah tidak ada promo 2+1?,Information
"Internet saya untuk bermain game genshin impact ping tinggi, apakah ada solusi?",lainnya
jika ingin mengetahui ip yang saya gunakan bagaimana?,lainnya
Boleh diinformasikan paket Gamers ada apa saja?,lainnya
reset FUP biasanya dilakukan kapan?,lainnya
"Saya ada keperluan ganti paket tapi masih panjang masa aktifnya, apakah bisa diproses sekarang?",Information
jika ada los merah pada modem saya itu kenapa?,Problem
saya ingin melakukan pembayaran bisa lewat mana saja?,Information
"Saya mau terminasi layanan, bagainmana prosesnya?",lainnya
Relokasi apabila tidak tercover bagaimana?,Information
bisa diinformasikan VA untuk bank yang tersedia?,lainnya
"Bisa dicek untuk coverage area alamat berikut: Kp. Pada Beunghar, Rt.03/05, Kel.Babakan Pasar, Kec. Bogor tengah, Kota Bogor, 16126",lainnya
"Internet saya tidak stabil, apakah ada kendala?",lainnya
Apakah kecepatan Internet Biznet Home tetap konstan sepanjang waktu?,lainnya
Bisakah saya menggunakan layanan Biznet Home untuk bisnis/perusahaan?,lainnya
Apakah Terdapat Garansi pada Perangkat Smart Internet WiFi ?,lainnya
"Layanan saya terkendala down, estimasi perbaikannya kapan ya?",lainnya
bagaimana cara cek ping dan tracert?,lainnya
Latency untuk layanan biznet home normalnya berapa ya?,lainnya
Apa yang memengaruhi latency tinggi?,lainnya
Apakah ada rekomendasi penggunaan tipe kabel LAN?,lainnya
Modem Biznet tipenya apa saja?,Information
Rekomendasi perangkat tambahan untuk memperluas jangkauan wifi apakah ada?,lainnya
"Jika tidak tercover alamat saya, biasanya sampai kapan harus menunggu?",lainnya
Jangkauan sinyal wifi biznet optimalnya berapa?,lainnya
Apakah ada ketentuan untuk berlangganan kembali,Information
Apakah ada ketentuan untuk rekoneksi layanan yang sudah lama tidak dibayarkan?,Information
Mengapa layanan biznet Home sering terjadi kendala area?,lainnya
cek jaringan,Problem
karena internet down,lainnya
mau beli add on,lainnya
saya mau beli quota,lainnya
beli add on,lainnya
saya mau beli quota,lainnya
mau beli kuota,lainnya
mau beli quota,lainnya
harga paket 0D,lainnya
mau beli quota,lainnya
harga paket 1D,lainnya
harga paket 2D,lainnya
saya mau beli promo,Information
harga paket 3D,lainnya
harga paket 0DS,lainnya
harga paket 1DS,lainnya
harga paket 2DS,lainnya
harga paket 3DS,lainnya
harga paket 0DW,lainnya
harga paket 1DW,lainnya
harga paket 2DW,lainnya
harga paket 3DW,lainnya
saya mau beli quota,lainnya
harga paket 1DN,lainnya
harga paket 2DN,lainnya
harga paket 3DN,lainnya
berapa harga pembelian modem,Information
berapa harga modem menyewa,Information
apakah jika berlangganan dikenakan masa kontrak,Information
mau beli quota,lainnya
"bagaimana jika ingin perpindahan modem, namun alamat barunya tidak tercakup",Information
bagaimana cara perpindahan modem ke lokasi yang baru,Information
saya mau beli quota,lainnya
mau beli quota,lainnya
Apakah biznet menyediakan layanan dengan TV channel,lainnya
Apakah ada channel HBO,lainnya
apakah ada garansi pembelian modem di awal,Information
berapa harga STB,lainnya
mau beli quota,lainnya
apakah ada garansi untuk pembelian STB,lainnya
apakah biznet memiliki tanggal jatuh tempo,lainnya
apakah yang akan terjadi jika sudah melewati masa tenggang,lainnya
assalamualaikum,lainnya
saya mau beli quota,lainnya
Salam sejahtera,lainnya
saya mau beli quota,lainnya
"jika status akun sudah terminasi, apakah bisa berlangganan lagi?",Information
saya mau beli quota,lainnya
saya mau relokasi ke dalung,Information
eh gajadi saya mau upgrade aja ke paket gamers,Information
apakah akan dikenakan biaya?,Request
saya mau beli quota,lainnya
apakah akan dikenakan denda jika ada keterlambatan pembayaran,Problem
Gak tau males pengen beli truck,lainnya
apakah layanan biznet memiliki kompensasi,lainnya
lalu bagaimana jika kendalanya lama teratasi dan tidak ada kompensasi,lainnya
apakah download dan uploadnya simetris,lainnya
apakah bisa menambahkan akun dengan data yang sama,Information
"bagaimana jika ada kesalahan pembayaran, apakah bisa direfund",Information
apakah bisa melakukan pergantian paket,lainnya
apakah bisa melakukan pergantian data,lainnya
apakah jika dilakukan perbaikan teknisi ke lokasi dikenakan biaya,Problem
berapa lama estimasi perbaikan gangguan,Problem
Apakah dikenakan biaya jika ingin perubahan paket,Request
berapa hari perhitungan masa aktif,lainnya
berapa harga pembelian modem layanan home?,Information
apakah biznet memiliki promo pembayaran,Information
Berapa biaya untuk pengajuan relokasi?,Information
apakah bisa memanggil teknisi biznet untuk memasangkan router tambahan,Problem
Berapa biaya untuk pengecekan layanan di luar segmentasi biznet?,Request
Benefit yang didapatkan untuk paket 0D?,lainnya
Berapa Bandiwdth yang didapatkan di paket Biznet Home 1D?,lainnya
"halo, saya ingin berlangganan internet & tv",Information
kendala jaringan internet modem los merah,Problem
bagiamana cara cek FUP paket?,lainnya
jalan Gajah nomor 114\nkel Pandau Hulu II\nkec Medan Area\nkota Medan,lainnya
apakah biznet home mengeluarkan invoice,Request
bagaimana cara mengetahui jika ada gangguan,Problem
cara ganti password secara mandiri?,Information
biaya per bulan berapa?,Request
apakah biznet ada pemblokiran IP,lainnya
cara order promo secara mandiri?,Information
paket internet dan tv berapa per bulan?,lainnya
IP apa yang saya dapatkan jika berlangganan layanan Biznet Gamer 3D?,Information
penyebab jaringan slow?,Problem
Berapa harga layanan IPTV?,lainnya
apakah biznet melakukan pemblokiran IP tertentu,lainnya
apakah ganti paket akan mengakumulasikan masa aktif yang sedang berjalan?,Information
Bagaimana untuk perhitungan masa aktif layanan?,lainnya
order promo yang tersedia saat ini?,Information
Bagaimana untuk perhitungan kouta internet kita?,lainnya
bagaimana jika kita telat melakukan pembayaran apakah adanya denda?,Information
Apakah bisa melakukan berhenti berlangganan apabila masih dalam masa kontrak?,Information
Apakah bisa menggunakan DNS selain dari Biznet?,lainnya
estimasi waktu pembayaran jika melakukan order promo?,Information
beli kuotq,lainnya
mau beli kuota,lainnya
mau beli kuota,lainnya
beli addon,lainnya
Internet mati,Problem
Cara ganti password mandiri gimana?,Information
halo saya mau beli quota lagi,lainnya
mau beli promo,Information
mau beli promo,Information
mau relokasi,Information
mau ganti paket,Information
mau beli promo,Information
mau ganti paket,Information
mau ganti paket,Information
mau order promo,Information
mau order promo,Information
Mai order promo,Information
Hi sisa ekstra kuota saya brp?,lainnya
jika ingin tambah ekstra kuota gmn?,lainnya
lambat banget main ayodance,Problem
Internya loss merah kak,lainnya
Indikator loss di modem,Information
Internet lambat,Problem
Apakah saya bisa berlangganan hanya 3 bulan saja dengan skema modem menyewa?,Information
"Hallo siang, saya mau berhenti berlangganan karena mau pindah alamat",Information
"Hallo, saya mau tanya mengapa masa aktif habisnya tidak selalu sama dan terkadang maju ?",lainnya
"Jika ingin reloksi ke alamat barun dan alamat baru saya sudah tercakup, syaratnya apa saja?",Information
"hallo,saya ingin melakukan pengecekan FUP akun layanan saya",Information
"Jika saya melakukan pergantian paket dan masa aktif saya masih tersisa dipaket sebelumnya, apakah sisa masa aktif tersebut akan hangus?",lainnya
"Saya ingin melakukan pembayaran dengan promo tetapi masa aktif saya masih sampai dengan 30 Desember 2024, apakah jika saya melakukan pembayaran hari ini masa aktif akan terkakumulasi?",Information
Apakah bisa dinformasikan untuk Type modem yang disediakan oleh biznet?,Information
Jika berlangganan dengan skema modem membeli apakah ada garansi modemnya?,Information
Mohon diinformasikan promo apa saja yang berlaku saat ini untuk pelanggan lama?,Information
Untuk layanan Biznet Home apakah menyedaiakan invoice pembayaran?,Information
Apakah layanan Biznet Home mempunyai SLA apabila internetnya down?,lainnya
mau ganti paket,Information
"Saya ingin melakukan pergantian data nama akun, sayarat nya bisa diinformasikan apa saja?",Information
Harga paket 1D berapa?,lainnya
Apakah Biznet menyediakan layanan internet untuk sekolah?,lainnya
Brach terdekat dari lokasi saya saat in idi gunung putri,lainnya
Untuk pengaduan bisa diinformasikan melalui apa saja saat ini?,lainnya
Untuk estimasi kunjungan perbaikan dengan teknisi berapa lama?,Problem
berapa harga produk di biznet,lainnya
mau ganti paket,Information
mau beli quota,lainnya
Apakah biaya installasi awal setiap daerah berbeda?,Request
mau beli quota,lainnya
"Akun saya sebelumnya sudah terminated dengan skema modem membeli lalu ingin berlangganan kembali, apakah modemnya dapat digunkan kembali?",Information
mau beli quota,lainnya
Harga paket 0D berapa?,lainnya
harga paket 2D berapa?,lainnya
Bagaimana cari ganti password wifi?,Information
mau beli quota,lainnya
Apakah dikenakan kontrak berlangganan untuk layanan Biznet Home?,Information
Mohon diinformasikan untuk metode pembayaran layanan Biznet bisa melalui apa saja?,Information
mau beli quota,lainnya
Bagaimana Cara sembunyikan SSID wifi?,lainnya
"Berapa jarak jangkauan signal wifi 2,4 Ghz?",lainnya
Berapa jarak jangkauan signal wifi 5 Ghz?,lainnya
Promo layanan Biznet?,Information
Berapa harga promo 3+1 daerah kota surabaya?,Information
Berapa harga promo 6+2 daerah Yogyakarta?,Information
Berapa harga promo 9+3 daerah Bandung?,Information
Berapa harga promo 12+5 daerah Jakarta selatan?,Information
Berapa lama Masa aktif layanan Biznet Home?,lainnya
Berapa lama masa tenggang layanan Biznet Home?,lainnya
mau beli quota,lainnya
mau beli quota,lainnya
Harga add on IPTV?,lainnya
Berapa harga layanan IPTV?,lainnya
Bagaimana cara restart modem?,Information
"Jika ingin pindah alamat, namun lokasi baru tidak tercakup, bagaimana?",lainnya
Penyebab jaringan lambat karena apa?,Problem
cara membeli add on kuota?,lainnya
login my biznet gimana?,Information
mau beli quota,lainnya
mau beli quota,lainnya
Kalo beli modem harganya berapa ya??,Information
mau ganti paket,Information
ingin beli extra kuota,lainnya
saya mau complaint,lainnya
internet down,lainnya
loss merah,lainnya
mau ganti paket,Information
mau beli quota,lainnya
harga produk biznet,lainnya
ingin membeli kuota,lainnya
001000378036,lainnya
Internet aga lambat,Problem
internet lambat,Problem
mau beli quota,lainnya
mau beli etra quota,lainnya
mau beli extra quota,lainnya
harga produk biznet,lainnya
apakah palmerah jakarta tercover,lainnya
halo,lainnya
saya mau beli quota,lainnya
harga modem biznet,Information
harga modem biznet home,Information
cara login my biznet,Information
Modem los,Information
harga modem biznet,Information
tidak saya ingin membeli modem biznet baru,Information
menambah perangkat yang sudah ada,lainnya
harga modem biznet,Information
biznet home,lainnya
saya maut ambah modem,Information
ya router mesh wifi,Information
Los modem min,Information
internet lambat,Problem
Los,lainnya
Halo internet saya down bisa di cek?,lainnya
Harga modem,Information
modem saya loss,Information
Mau ke cs,lainnya
modem saya loss,Information
saya mau ubah paket,lainnya
Promo,Information
ubah paket ke 3D,lainnya
saya mau terhubung dengan cs,lainnya
Modem los,Information
Promo,Information
Internet mati nih,Problem
Beli promo,Information
Ingin cp,lainnya
Change package,lainnya
Ke pake home 1d,lainnya
Harga modem berapa ?,Information
Bisa gak aku config modem manual ?,Information
Bisa gak config modem mamual?,Information
Oke kalok mai ganti pw wifi ?,lainnya
saya mau beli quota,lainnya
Terus kalok promo ada gak?,Information
Oke aku ada rencana pasang di surabaya di merr ke cover gak ?,lainnya
Paketnya apa aja ya?,lainnya
Kalok pkek kabel bawah ranah kenak biaya gak ?,Request
Kalok bolej tau reminder pembayaran dikirim kapan ?,Information
Ada modem wireless gak ?,Information
Apakah tidak ada promo beli modem ?,Information
Cara bayar via mandiri,Information
Nomer va bsi,lainnya
Kalok lupa username sama password pppoe gemana ?,Information
Cara download aplikasi my biznet dimana ?,Information
Cara diwnload aplikasi my biznet domana?,Information
Biaya pasang baru biznet berapa ?,Information
Kalok harga relokasi home ?,Information
Kalok mau ngjuin sponsor kemana ?,lainnya
Ciri ciri tiang biznet gemana ? Soalnya ada tiang miring di jalan,lainnya
Biznet bagus gal sih ?,lainnya
Kalok mau langganan caranya gemana ?,lainnya
Oke biatanya berapa ?,lainnya
Oke terus bisa cek coverage gak ?,lainnya
Saya mau pasang di soe,lainnya
Lebih mahal ya hatganya?,lainnya
Oke terus kalok nambah touter gitu bisa gak,lainnya
Yep nambah router mesh wifi,Information
Bukanya kmren ada ya ?,lainnya
Oke cara belinya gmn ?,lainnya
Kalok harga paket 0d brrapa?,lainnya
Bukan 0dw tapi 0d,lainnya
Tapi kenapa tadi infonya 0dw bukan 0d?,lainnya
Oke terus kapan reminder pembayaran dikirim?,Information
Oke lalu kalok modem saya los merah saya harus apa ?,Problem
Apa aladan saya pilih biznet home ?,lainnya
Terus kalok benefit 0d apa aja yg bisa saya dapet ?,lainnya
Estimasi waktu bayar promo,Information
Masa kontrak berlaku berapa lama ?,lainnya
Terus kalok berenti sebelum lontrak habis denda gitu ?,lainnya
Paket biznet,lainnya
saya mau ganti paket,Information
hubungkan ke agent,lainnya
Saya ingin ganti paket ke Gamers 3D,Information
Berbicara dengan cs,lainnya
internet di rumah tidak bisa dipake,lainnya
customer service,lainnya
harga 1D,lainnya
live agent dong,lainnya
"Mau tanya tentang Biznet Home, ada paket apa ajaa?",lainnya
"Halo Pagi, mau tanya tentang biznet home",lainnya
Paket termahal Biznet Home apa ya?,lainnya
Paket termahal apa ya?,lainnya
Bisa dititalin untuk Biznet Home 3D? beli modem,Information
Totalin harga untuk ini berapa? sewa modem,Information
Kalo modem sewa totalnya berapa?,Information
kalo beli modem?,Information
aku pasang baru,Information
saya mau pasang baru dengan beli modem dan paket Biznet Home 3D,Information
Live agent,lainnya
kenapa sih jaringan saya suka terputus sambung?,Problem
bisa sambungkan ke live agent,lainnya
kenapa wifi 5G saya suka tidak terdetect?,lainnya
mau pindah lokasi,lainnya
proses nya berapa lama?,lainnya
Cek koneksi,lainnya
Kalau saya terhalang sekat bagaimana Kak? soalnya modemnya jauh dari area yang saya gunakan,Information
Internet saya ngga bisa digunakan,lainnya
saya mau pindah,lainnya
kenapa sering sekali terjadi kendala loss merah?,lainnya
"pindah ke Jl. Pd. Mitra Lestari No.11 Blok A4, RT.002/RW.005, Jaka Setia, Bekasi Selatan, Bekasi, West Java 17147",lainnya
itu dikenakan biaya tidak?,Request
Kalau ada gangguan area perbaikannya sampai kapan?,Problem
kenapa koneksi inet saya lemot banget ya?,lainnya
berapa hari tuh proses nya,lainnya
bisa gk saya minta proses nya hanya 2 hari,lainnya
kenapa koneksi internet saya up down?,lainnya
klo gitu diskon dong,Information
"kan lama proses nya di 7 hari, mahal tapi lama",lainnya
klo saya mau terminasi gimana?,lainnya
dih kok di kenakan pinalti?,lainnya
saya beli modem waktu itu dan tidak ada penjelasan kontrak,Information
Ada promo pembayaran?,Information
Paket 3 Plus 1 hargfanya berapa?,lainnya
Area Jawa ada paket apa saja?,lainnya
Ada paket 350mbps?,lainnya
Kalau mau promo bisa telfon ke mana?,Information
Massa aktif saya sampai kapan?,lainnya
Bisa ganti paket sekarang?,Information
Massa aktif nya bakal hangus ga?,lainnya
Gimana caranya?,lainnya
Customer Service,lainnya
Buat pake akun MyBiznet log innya bagaimana?,Information
Promo saat ini?,Information
Harga promo 9+3?,Information
Internet saya terputus putus,Problem
Customer service,lainnya
saya mau cek jumlah perangkat yg terhubung ke modem saya,Information
Lokasi saya sudah tercakup belum ya?,lainnya
"Villa Mahkota Pesona, Blok IJ 8 no 6, Bojong Kulur, Gunung Putri",lainnya
informasi promo,Information
Promo saat ini?,Information
Harga promo 9+3?,Information
Customer service,lainnya
mau ganti paket gimana caranya,Information
saya tidak hapal,lainnya
Masa aktif saya hingga 2025 ya. Apakah bisa mengikuti salah satu promo tersebut?,Information
Change package,lainnya
internet saya slow,lainnya
Jadi baiknya gimana om?,lainnya
"baik, \nkalo masa aktifnya hinga 3 Januari 2025 gimana om?",lainnya
Change package with another ID,lainnya
1000032151,lainnya
Internet saya terputus putus tiap malam,Problem
hasil speedtest saya tida 1:1,lainnya
Apakah ada promo tahunan?,Information
"Internet saya tidak simetris, upload dan download tidak sesuai",lainnya
Change package with  another ID,lainnya
Cakupan area?,lainnya
Bisa ga kalo saya ganti paket layanan dibawahnya?,Information
Kenapa lokasi saya gak bisa pake biznet?,lainnya
Upload dan download tidak Symmetrical,lainnya
Untuk prosesnya berapa lama?,lainnya
Upload dan download tidak simetris,lainnya
Sudah punya Biznet,lainnya
Internet mati ni,Problem
"min saya rencana mau pindah rumah, apakah tetap bisa berlangganan layanan biznetnya?",Information
promo 3+1 berapa,Information
untuk biaya relokasi itu berapa ya min?,Information
proses terminasi,lainnya
promo 6+2 berapa,Information
"i wanna check coverage area, can you help me?",lainnya
"i live in pantai indah kapuk 3, north jakarta",lainnya
untuk pengecekan jaringan sudah tercover atau belum bagaimana ya?,Problem
Ingin merubah paket,lainnya
sudah restart masih lambat,Problem
i wanna ask to create a trouble ticket,lainnya
biznet home,lainnya
ingin ganti paket aja,Information
"saya cek udah tercover, saya bisa ajukan sendiri atau perlu oleh customer ya?",lainnya
Customer Service,lainnya
i wanna terminate my account,lainnya
Cara relokasi bagaimana?,Information
customer service,lainnya
Berapa lama prosesnya?,lainnya
Berapa biaya relokasi?,Information
bagaimana cara cek cakupan area?,lainnya
"Kendal, Bangunkerto, Turi, Sleman, Yogyakarta",lainnya
Saya mau relokasi,Information
Internet saya up and down,lainnya
Bagaimana apabila alamat baru tidak tercakup untuk relokasi?,Information
Request dong mau ikut promo,Information
Ada biaya penalty untuk terminasi?,Request
mau tanya paket,lainnya
cara relokasi,Information
alamat saya sudah tercover belum ya?,lainnya
kalau dirumah pakai smart tv dan cctv pakai yang mana ya?,lainnya
ada promo apa bulan ini?,Information
bukan disitu alamatnya,lainnya
Kalau karena internet lambat apakah ada penalty untuk terminasi?,Problem
wilayah sukawati bali,lainnya
baru berlangganan,Information
Info produk Biznet home,lainnya
Saya mau tanya pembayaran biznet bisa apa saja.,Information
biznet home yang berapa ya?,lainnya
aku gabisa bayar lewat VA BCA,Information
bisa di jelaskan detail harga masing masing dari promo tersebut,Information
mau tanya cakupan min,lainnya
berapa harga layanan Biznet Home Internet 1D,lainnya
apakah bisa diinformasikan status perangkat modem saya ini sewa atau beli?,Information
berapa lama massa kontrak berlangganan biznet?,Information
saya ingin tanya Biznet,lainnya
mau nanya desember ini ada promo apaan aja ya?,Information
Tolong cek jaringan saya,Problem
apakah biznet home tercover area cibinong?,lainnya
lagi ada promo apa yah?,Information
saat ini internet ku down,lainnya
mau ganti paket,Information
Berapa harga 1 unit IPTV?,lainnya
Mau ikut promo bisa,Information
Payment,lainnya
saya ga bs bayar via VA,Information
boleh diinformasikan promo Biznet Home?,Information
selain itu ada promo apa lagi? itu doang?,Information
ada paket apa saja di biznet home?,lainnya
internet saya down,lainnya
Kalau kendala internet mati saya harus bagaimana?,Problem
Bayar promo,Information
cara berlangganan baru bagaimana?,Information
apakah dapat ip publik?,lainnya
apakah pembayarannya bisa menggunakan kartu kredit?,Information
tanya produk,lainnya
mau ganti paket ke Biznet Home yang lebih tinggi,Information
Pembayaran lewat UOB bisa atau tidak?,Information
gak ada promo spesial tahun baru?,Information
baik terimakasih,lainnya
ikut promo,Information
kalau pasang baru apa dapat promo juga?,Information
Kok lama,lainnya
Promo 2025,Information
promo di nusa tenggara,Information
engga dulu deh,lainnya
sudah restart modem masih sama,Information
Saya mau ubah nama wifi,lainnya
ada paket paling murah berapa?,lainnya
"Kalau tidak ada lampu merah LOS, namun lampu PON berkedip, apa yang harus saya lakukan?",Information
kurang menarik promonya,Information
ke Biznet Home 3D bisa ga?,lainnya
Apakah tidak ada promo tahun baru?,Information
apakah ada promo khusus untukku?,Information
biznet home 0dn,lainnya
cara daftar nya gimana?,Information
Klo ubah password?,Information
Saya ada kendala pembayaran nih,Information
Promo apa yang saat ini tersedia?,Information
ada indikator loss merah,lainnya
Internet,lainnya
Kalo mau relokasi dong,Information
Inet saya down,lainnya
tahun depan ppn nya berapa? 11% atau 12%,lainnya
nanya perihal promo,Information
bisa diinformasikan biaya bulanan saya saat ini berapa?,Request
berapa lama proses intalasinya?,lainnya
Mau bayar,Information
Bagaimana cara cek ping dan tracert apabila ada kendala akses website?,lainnya
"Tidak cukup, terima kasih",lainnya
Gimana promo nya,Information
mau tanya paket yang available apa ajaa ya?,lainnya
sebutkan cara yang lengkap untuk pergantian data,lainnya
Dimana saya bisa mendapatkan username dan password untuk login ke my biznet tersebut?,Information
cara bayar biznet home ?,Information
Virtual account betapa,lainnya
kabel nya ada yang putus kaya nya min,Problem
ok terima kasih,lainnya
apa ada kontak sales yang bisa saya hubungi?,lainnya
"Kalau ada kendala akses aplikasi, apakah perlu cek ping dan tracert juga?",Information
bayar dengan cara di cicil apakah bisa ?,Information
Terminate gimana?,lainnya
apakah ada promo 6+6?,Information
saya mau relokasi,Information
ga punya akunnya,Information
bayar dengan cara hutang ?,Information
minta nomornya,lainnya
jadi bagaimana cara termudah untuk dapat saya order promo tersebt,Information
promo 2+1 saja,Information
"selain kartu kredit, pembayarannya bisa menggunakan apa aja ya?",Information
saya tidak mau ribet,lainnya
Apakah ada promo 2+1,Information
ada whatsappnya ga?,lainnya
bagaimana cek ping dan tracert aplikasi di android?,Information
mahal soalnya klo telp ke contact center,lainnya
pakai yang 0D bisa gak?,lainnya
Bisa di info aja nomor va buat bayar,Information
Untuk promo nya?,Information
apakah bisa untuk relokasi?,Information
kantor cabang di cibinong dimana?,lainnya
maksimal penarikan kabel berapa meter,lainnya
Promo 12+5,Information
"tidak ada paket 1B, adanya paket 1D?",lainnya
Username sama pass loginnya apa ?,Information
tolong di bantu promo 3+1,Information
tagihan di bayarin teman ?,Information
"masih kemahalan promonya, ada promo yang lebih murah nggk?",Information
pembayarannya bisa di store terdekat gak?,Information
saya ada 7 perangkat aktif di rumah,lainnya
bagaimana kalo tagihan belum dibayarkan ?,Information
saya mau promo yang 2+1 ada nggak?,Information
"Siang, saya Ganjar saya mau berlangganan layanan internet dan TV untuk dirumah saya. Di Biznet ini layanannya apa saja ya?",Information
"di my biznet no promo available, kenapa?",Information
Lambat internet,Problem
saya buka dari aplikasinya kok ada?,Information
beda gini sih jawabannya,lainnya
Tidak jadi ikut promo,Information
Mau bulanan saja,lainnya
boleh dibantu promo apa saja yang berlaku?,Information
kalau 1D gimana?,lainnya
"saya ingin melakukan pembayaran namun nama yang tertera pada virtual account saya tidak sesuai, saya harus bagaimana",Information
"ok, kalau tempat saya untuk rt rw net apa bisa dipasang?",lainnya
Speed test cuma dapat 10 mbps,lainnya
pembayarannya bisa di branch terdekat gak?,Information
pembayaran di tolak,Information
Bagaimana cara ganti ssid dan password wifi?,Information
"terimakasih, siapa nama atasan anda ?",lainnya
Masih sama ini,lainnya
kalau untuk kantor apa bisa pakai biznet home?,lainnya
Kenapa kendala terus ya ini,lainnya
tadi katanya nggak ada,lainnya
kalo sudah beberapa kali disambung gimana itu min kabel nya,lainnya
kalau ruko apa bisa pakai biznet home?,lainnya
Coba cek sama minta teknisi cek ke rumah,Problem
ada promo gak?,Information
saya belum terbantu ini,lainnya
kalau metode pembayarannya bisa dengan apa saja?,Information
cara pembayaran mebbunakan livin mandiri,Information
Langsung aja kirim teknisi,Problem
cara bayar,Information
lebih baik ordernya lewat mana nih?,lainnya
lewat WA ini atau aplokasi saja?,lainnya
Saya sudah bayar tapi internetnya belum bisa digunakan. Kenapa ya?,Information
berapa maksimal power modem min?,Information
Klo ngga ada yg dateng,lainnya
Saya terminate aja lah,lainnya
pemasangan baru promo tahunan jadi berapa?,Information
tagihan dan virtual account berbeda ?,Request
cara lain ada ngga,lainnya
"Boleh Kak, alamat rumah saya di Komplek Depnaker, Jl Parkit Blok C. 48, jaka setia, bekasi Selatan Kota Bekasi 17147",lainnya
saya kan punya id lain,lainnya
"Saya sudah bayar, kenapa masih ada tagihan di virtual account?",Information
dan info adik saya lagi kendala,lainnya
internet cepat tanpa FUP,lainnya
kalau dengan cicilan kartu kredit apakah bisa?,lainnya
Saya mau bertanya,lainnya
"alamat saya belum tercover, harus gimana biar ke cover?",lainnya
mau terhubung ke CS,lainnya
kalau 9+3 jadi berapa?,lainnya
km namanya emang siapa ya?,lainnya
kalo internet saya sering lamabt knp?,lainnya
Saya punya id lain,lainnya
Apakah bisa melakukan pembayaran dengan kartu kredit?,Information
bantu aku donk,lainnya
promo untuk tahun depan apa ya?,Information
Tolong diinformasikan paket layanan yang tersedia untuk rumah saya,lainnya
apa ada paket dengan tv?,lainnya
tidak ada promo free biaya instalasi?,Information
Formulir autodebet CC bisa didapat di mana?,lainnya
harganya berapa?,lainnya
koneksi dirumah saya lemot yah,lainnya
apa bisa mendaftarkan autodebet untuk pembayaran biznet?,Information
Mau beli promo,Information
bisa pakai STB merek lain?,lainnya
Saya mau yang layanan Home internet 1D,lainnya
saya minta info promo lagi dong,Information
Cara bayar tokopedia,Information
promo,Information
"kenapa gak bisa bantu cek, kan IDnya sudah saya info",lainnya
iya iya nggak usah di bom chat gtu dong,lainnya
status akunnya gimana?,Information
"Saya tidak bisa bayat, Infonya no anda tidak terdaftar,",Information
Internet saya ga bisa konek ke iphone kak,lainnya
mau order paket internet biznet di banten,lainnya
ada promo untuk iptv?,Information
"minta detail dan pastinya dong buat harga dari promo, lebih baik saya pilih ya mana nih?",Information
Saya membutuhkan layanan internet dengan penggunaan IP Static apakah Biznet menyediakan?,lainnya
berapa hari estimasi pemasangan?,lainnya
mau tanya paket yang available apa ajaa ya?,lainnya
ada daftar channel nya ga?,Information
kalau terdaftar autodebet apakah tetap bisa mengikuti promo?,Information
apakah ada sales yang bisa saya hubungi?,lainnya
bagaimana cara untuk pemutusan jaringan?,Problem
mau tanya paket yang available apa ajaa yaa untuk area jakarta?,lainnya
udh restart router masih sama,Information
ga ada HBO ya?,lainnya
ada nomor wa sales area gianyar?,lainnya
Saya gabisa bayar,Information
Kalau terdaftar autodebet bagaimana langkah untuk terminasi?,Information
di bogor apa bisa pasang IPTV nya saja tanpa internet,lainnya
Saya ada kendala pembayaran,Information
bukannya promo 12+5 itu benarnya  12+6 ya,Information
jadi dari sini urang update informaisnya ya?,lainnya
"teman saya ada pakai biznet metronet, apa bisa dipasang biznet iptv di akunnya?",Information
Kalau begitu cara pendaftaran layanan Biznet Home bagai mana?,Information
biznet ada layanan apa saja?,lainnya
Berapa lama proses terminasi?,lainnya
saya ada 2 router dengan 15 perangkat,Information
call center biznet home,lainnya
apakah tidak ada biaya waive untuk pinalty nya,Request
misal saya baut order berapa lama linknya bisa dibayar ya?,Information
Mau rubah password gimana caranya?,Information
promo yang available apa aja ya?,Information
"Kalau sudah isi formulir terminasi namun ada tagihan masuk ke email, apa yang harus saya lakukan?",Request
"Saya mau yang layanan Biznet Home Internet 1D, tolong saya diberikan detail harganya?",lainnya
Apakah ada promo 6+6?,Information
ini belom dibales,lainnya
kemarin saya ditawarin promo itu,Information
ada HBO?,lainnya
